Suburb,Crashes Since 2020,Population (2021 Census),Mobile,DDS,Fixed,Total,Median_Personal_Inc_Weekly,Gender_Ratio_M_F,Vehicles_0,Vehicles_1,Vehicles_2,Vehicles_3,Vehicles_4plus,Total_Vehicles,Percentage no vehicle,Lab_Force_Participation_Pct,Top_Non_AU_Ancestry_Pct,Tram Stops,V-Line Train,Bus Routes,Bus Stops.1,Metro Train,Train Lines,lgaregion,Cameras_Per_1000,Schools_Total,Schools_Govt,Schools_Primary,Schools_Secondary
ROMSEY,37.0,5797.0,2.0,0.0,0.0,2.0,856.0,1.0021,23.0,407.0,839.0,429.0,286.0,1976.0,1.2,65.6999969482422,42.2,0.0,0.0,1.0,2.0,,,Macedon Ranges,0.35,1,1,1,0
ROSANNA,203.0,8616.0,2.0,0.0,1.0,3.0,974.0,0.9147,187.0,1268.0,1283.0,324.0,117.0,3177.0,5.9,65.0999984741211,31.5,0.0,0.0,5.0,43.0,1.0,1.0,Banyule,0.35,4,3,4,0
SAFETY BEACH,65.0,6328.0,2.0,0.0,0.0,2.0,731.0,0.9091,73.0,866.0,1090.0,307.0,163.0,2492.0,2.9,52.5,41.7,0.0,0.0,2.0,20.0,,,Mornington Peninsula,0.32,0,0,0,0
SCORESBY,10.0,6066.0,2.0,1.0,1.0,4.0,765.0,1.0166,52.0,570.0,943.0,318.0,168.0,2049.0,2.5,65.8000030517578,23.8,0.0,0.0,7.0,53.0,,,Knox,0.66,3,2,2,1
SEA LAKE,9.0,619.0,2.0,1.0,0.0,3.0,524.0,1.0839,16.0,101.0,74.0,46.0,16.0,257.0,6.2,47.0999984741211,42.6,0.0,0.0,1.0,1.0,,,Swan Hill,4.85,2,1,1,0
SORRENTO,30.0,2013.0,2.0,1.0,0.0,3.0,936.0,0.999,21.0,302.0,356.0,109.0,34.0,833.0,2.5,41.4000015258789,43.1,0.0,0.0,2.0,43.0,,,Mornington Peninsula,1.49,2,1,2,0
SPOTSWOOD,49.0,2820.0,2.0,0.0,0.0,2.0,1229.0,1.0464,58.0,427.0,431.0,94.0,36.0,1048.0,5.5,73.3000030517578,30.8,0.0,0.0,2.0,15.0,1.0,1.0,Hobsons Bay,0.71,2,1,2,0
ST HELENA,103.0,2890.0,2.0,0.0,0.0,2.0,925.0,0.8914,40.0,250.0,432.0,171.0,101.0,996.0,4.0,62.7000007629395,36.0,0.0,0.0,4.0,13.0,,,Nillumbik,0.69,1,0,1,0
ST KILDA,324.0,19490.0,2.0,2.0,6.0,10.0,1214.0,1.0228,2592.0,5742.0,1560.0,228.0,98.0,10216.0,25.4,72.4000015258789,32.5,0.0,0.0,6.0,35.0,,,Port Phillip,0.51,4,2,2,0
ST LEONARDS,31.0,3542.0,2.0,0.0,0.0,2.0,629.0,0.9505,44.0,569.0,671.0,172.0,80.0,1540.0,2.9,45.7999992370606,39.8,0.0,0.0,1.0,27.0,,,Greater Geelong,0.56,1,1,1,0
STRATFORD,30.0,2980.0,2.0,1.0,0.0,3.0,719.0,0.9761,21.0,291.0,487.0,206.0,129.0,1135.0,1.9,60.2000007629395,44.1,0.0,1.0,1.0,2.0,,,Alpine,1.01,2,1,2,0
STRATH CREEK,40.0,231.0,2.0,0.0,0.0,2.0,691.0,1.2941,0.0,9.0,31.0,14.0,6.0,64.0,0.0,47.0,33.8,0.0,0.0,0.0,0.0,,,Murrindindi,8.66,0,0,0,0
SWANWATER,1.0,10.0,2.0,0.0,0.0,2.0,1291.0,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,62.5,60.0,0.0,0.0,0.0,0.0,,,Loddon,200.0,0,0,0,0
TALLYGAROOPNA,19.0,600.0,2.0,0.0,0.0,2.0,823.0,1.1277,3.0,33.0,67.0,44.0,39.0,185.0,1.6,65.3000030517578,40.7,0.0,0.0,1.0,2.0,,,Moira,3.33,1,1,1,0
TATURA,47.0,4955.0,2.0,0.0,0.0,2.0,715.0,0.9852,70.0,602.0,719.0,289.0,185.0,1865.0,3.8,56.4000015258789,38.2,0.0,0.0,1.0,1.0,,,Greater Shepparton,0.4,3,2,3,0
TAWONGA,24.0,568.0,2.0,0.0,0.0,2.0,689.0,0.9524,6.0,50.0,103.0,37.0,28.0,218.0,2.8,55.0999984741211,45.6,0.0,0.0,0.0,0.0,,,Alpine,3.52,1,1,1,0
THORNTON,2.0,311.0,2.0,0.0,0.0,2.0,657.0,1.0872,4.0,47.0,55.0,23.0,17.0,141.0,2.8,52.2000007629395,44.4,0.0,0.0,1.0,2.0,,,Murrindindi,6.43,0,0,0,0
TRAGOWEL,2.0,83.0,2.0,0.0,0.0,2.0,710.0,1.1351,0.0,3.0,10.0,3.0,9.0,30.0,0.0,60.0,43.4,0.0,0.0,0.0,0.0,,,Swan Hill,24.1,0,0,0,0
TYLDEN,1.0,645.0,2.0,0.0,0.0,2.0,917.0,0.8837,0.0,43.0,86.0,55.0,26.0,214.0,0.0,67.5999984741211,44.5,0.0,0.0,2.0,3.0,,,Mitchell,3.1,1,1,1,0
VENTNOR,9.0,982.0,2.0,0.0,0.0,2.0,694.0,0.9839,9.0,120.0,168.0,67.0,42.0,397.0,2.3,50.4000015258789,42.8,0.0,0.0,0.0,0.0,,,Bass Coast,2.04,1,0,1,0
VIEWBANK,34.0,7030.0,2.0,0.0,0.0,2.0,826.0,0.9667,90.0,749.0,1149.0,307.0,146.0,2442.0,3.7,62.0999984741211,26.0,0.0,0.0,2.0,26.0,,,Banyule,0.28,2,2,1,1
WALLINGTON,29.0,1515.0,2.0,0.0,0.0,2.0,754.0,0.9459,6.0,59.0,168.0,108.0,94.0,433.0,1.4,56.9000015258789,43.6,0.0,0.0,1.0,12.0,,,Greater Geelong,1.32,1,1,1,0
WANTIRNA,68.0,14237.0,2.0,1.0,2.0,5.0,762.0,0.9491,144.0,1377.0,2354.0,665.0,315.0,4861.0,3.0,60.7000007629395,24.1,0.0,0.0,9.0,46.0,,,Knox,0.35,5,4,4,1
WARRACKNABEAL,14.0,2359.0,2.0,0.0,0.0,2.0,637.0,0.9815,73.0,365.0,363.0,106.0,81.0,989.0,7.4,49.4000015258789,40.0,0.0,0.0,1.0,1.0,,,Hindmarsh,0.85,4,3,2,1
WARRENHEIP,45.0,721.0,2.0,0.0,0.0,2.0,735.0,1.0337,0.0,52.0,81.0,50.0,49.0,232.0,0.0,63.9000015258789,45.9,0.0,0.0,1.0,2.0,,,Corangamite,2.77,1,1,1,0
WATSONIA,0.0,5352.0,2.0,0.0,1.0,3.0,900.0,0.9597,149.0,843.0,823.0,186.0,77.0,2084.0,7.1,65.3000030517578,33.7,0.0,0.0,3.0,26.0,,,Banyule,0.56,2,1,1,1
WESTMEADOWS,404.0,6502.0,2.0,0.0,0.0,2.0,694.0,0.9206,131.0,823.0,995.0,299.0,131.0,2377.0,5.5,57.5999984741211,23.9,0.0,0.0,7.0,37.0,,,Hume,0.31,1,1,1,0
WILLIAMS LANDING,21.0,9448.0,2.0,0.0,1.0,3.0,1006.0,1.0954,77.0,996.0,1238.0,312.0,149.0,2772.0,2.8,73.9000015258789,22.8,0.0,0.0,8.0,26.0,1.0,1.0,Wyndham,0.32,0,0,0,0
WILLIAMSTOWN,145.0,14407.0,2.0,0.0,0.0,2.0,1106.0,0.9599,428.0,2161.0,2022.0,547.0,243.0,5409.0,7.9,65.4000015258789,36.6,0.0,0.0,3.0,63.0,3.0,1.0,Hobsons Bay,0.14,6,4,4,1
WINDSOR,0.0,7273.0,2.0,0.0,0.0,2.0,1278.0,0.9567,807.0,1934.0,641.0,118.0,46.0,3550.0,22.7,72.6999969482422,33.5,0.0,0.0,2.0,6.0,1.0,1.0,Port Phillip,0.27,2,2,1,1
WOODVALE,18.0,556.0,2.0,0.0,0.0,2.0,643.0,1.0145,0.0,28.0,58.0,49.0,48.0,181.0,0.0,59.2999992370606,37.8,0.0,0.0,0.0,0.0,,,Loddon,3.6,0,0,0,0
WOORI YALLOCK,64.0,2964.0,2.0,0.0,0.0,2.0,743.0,1.0246,27.0,287.0,450.0,190.0,133.0,1086.0,2.5,66.5,46.5,0.0,0.0,2.0,14.0,,,Cardinia,0.67,1,1,1,0
WOOROONOOK,1.0,26.0,2.0,0.0,0.0,2.0,612.0,1.1667,0.0,3.0,6.0,4.0,3.0,14.0,0.0,60.0,34.6,0.0,0.0,0.0,0.0,,,Loddon,76.92,0,0,0,0
WUNGHNU,10.0,326.0,2.0,4.0,0.0,6.0,666.0,1.0443,0.0,32.0,45.0,28.0,21.0,126.0,0.0,57.7999992370606,44.2,0.0,0.0,1.0,2.0,,,Moira,18.4,1,1,1,0
YARRA GLEN,90.0,3012.0,2.0,0.0,0.0,2.0,839.0,0.9934,23.0,244.0,489.0,167.0,141.0,1068.0,2.2,64.9000015258789,49.5,0.0,0.0,3.0,4.0,,,Nillumbik,0.66,1,1,1,0
YARRAM,8.0,2136.0,2.0,0.0,0.0,2.0,523.0,0.9041,67.0,362.0,297.0,121.0,59.0,903.0,7.4,44.9000015258789,42.8,0.0,0.0,1.0,1.0,,,,0.94,3,2,2,1
YARRAVILLE,280.0,15636.0,2.0,0.0,4.0,6.0,1246.0,0.9459,569.0,2732.0,2134.0,430.0,142.0,6007.0,9.5,74.0,33.0,2.0,0.0,9.0,87.0,1.0,1.0,Maribyrnong,0.38,5,4,4,0
BELMONT,130.0,15066.0,1.0,0.0,1.0,2.0,802.0,0.9491,419.0,2591.0,2303.0,572.0,242.0,6126.0,6.8,63.0,40.2,0.0,0.0,9.0,62.0,,,Greater Geelong,0.13,7,6,5,1
BENDIGO,374.0,5652.0,1.0,0.0,1.0,2.0,821.0,0.9619,244.0,1119.0,787.0,230.0,98.0,2480.0,9.8,60.7999992370606,42.3,0.0,1.0,15.0,72.0,,,Greater Bendigo,0.35,13,8,5,4
CONNEWARRE,114.0,953.0,1.0,0.0,0.0,1.0,1011.0,0.9854,0.0,56.0,193.0,57.0,29.0,338.0,0.0,60.9000015258789,43.0,0.0,0.0,1.0,6.0,,,Surf Coast,1.05,0,0,0,0
SOUTH MELBOURNE,0.0,11548.0,1.0,0.0,2.0,3.0,1307.0,0.9649,1281.0,3051.0,973.0,120.0,49.0,5482.0,23.4,68.3000030517578,32.1,0.0,0.0,3.0,16.0,,,Port Phillip,0.26,3,1,1,1
WINCHELSEA,26.0,2456.0,1.0,0.0,0.0,1.0,749.0,0.9601,32.0,273.0,379.0,143.0,110.0,931.0,3.4,57.4000015258789,41.9,0.0,1.0,0.0,0.0,,,Colac Otway,0.41,1,1,1,0
AIRPORT WEST,160.0,8173.0,1.0,0.0,0.0,1.0,883.0,0.9494,229.0,1407.0,1291.0,340.0,137.0,3402.0,6.7,64.1999969482422,23.8,0.0,0.0,11.0,49.0,,,Brimbank,0.12,1,0,1,0
ALBANVALE,0.0,5641.0,1.0,0.0,0.0,1.0,488.0,1.019,109.0,594.0,718.0,250.0,103.0,1777.0,6.1,50.4000015258789,21.8,0.0,0.0,2.0,22.0,,,Brimbank,0.18,1,1,1,0
ALBERTON,8.0,297.0,1.0,0.0,0.0,1.0,488.0,0.98,3.0,34.0,54.0,18.0,12.0,123.0,2.4,48.0,47.5,0.0,0.0,1.0,2.0,,,,3.37,1,1,1,0
ALLANSFORD,36.0,1410.0,1.0,0.0,0.0,1.0,821.0,0.9636,13.0,120.0,207.0,92.0,77.0,509.0,2.6,67.0,40.1,0.0,0.0,1.0,6.0,,,Moyne,0.71,1,1,1,0
ALPHINGTON,0.0,5702.0,1.0,0.0,0.0,1.0,1199.0,0.9176,160.0,961.0,821.0,199.0,81.0,2232.0,7.2,71.0999984741211,33.1,0.0,0.0,6.0,28.0,1.0,1.0,Yarra,0.18,3,1,2,0
AMPHITHEATRE,7.0,223.0,1.0,0.0,0.0,1.0,583.0,0.9478,0.0,35.0,36.0,13.0,20.0,104.0,0.0,50.5,44.8,0.0,0.0,0.0,0.0,,,Northern Grampians,4.48,1,1,1,0
ANDERSON,0.0,26.0,1.0,2.0,0.0,3.0,710.0,1.4444,0.0,3.0,0.0,5.0,3.0,12.0,0.0,47.5999984741211,65.4,0.0,0.0,1.0,1.0,,,Bass Coast,115.38,0,0,0,0
ANGLESEA,47.0,3208.0,1.0,0.0,0.0,1.0,852.0,0.9615,37.0,413.0,576.0,149.0,58.0,1228.0,3.0,54.7999992370606,43.3,0.0,0.0,1.0,5.0,,,Surf Coast,0.31,1,1,1,0
APOLLO BAY,13.0,1790.0,1.0,3.0,0.0,4.0,695.0,1.0079,36.0,337.0,237.0,77.0,20.0,703.0,5.1,52.5999984741211,38.9,0.0,0.0,1.0,3.0,,,Colac Otway,2.23,1,1,0,0
APSLEY,6.0,329.0,1.0,0.0,0.0,1.0,702.0,1.1503,3.0,38.0,44.0,25.0,21.0,132.0,2.3,51.5999984741211,37.4,0.0,0.0,0.0,0.0,,,West Wimmera,3.04,1,1,1,0
ARCADIA,1.0,212.0,1.0,0.0,0.0,1.0,779.0,1.2632,0.0,4.0,26.0,29.0,16.0,77.0,0.0,69.0,46.7,0.0,0.0,0.0,0.0,,,Strathbogie,4.72,0,0,0,0
ARCADIA SOUTH,7.0,95.0,1.0,0.0,0.0,1.0,739.0,0.8571,0.0,9.0,15.0,11.0,4.0,30.0,0.0,57.7999992370606,54.7,0.0,0.0,0.0,0.0,,,Strathbogie,10.53,0,0,0,0
ARGYLE,9.0,272.0,1.0,0.0,0.0,1.0,497.0,1.1654,3.0,42.0,38.0,18.0,11.0,106.0,2.8,37.7999992370606,36.8,0.0,0.0,0.0,0.0,,,Mitchell,3.68,0,0,0,0
ARMSTRONG,2.0,90.0,1.0,0.0,0.0,1.0,820.0,1.1951,0.0,3.0,15.0,9.0,9.0,35.0,0.0,63.4000015258789,47.8,0.0,0.0,0.0,0.0,,,Northern Grampians,11.11,0,0,0,0
ARMSTRONG CREEK,0.0,11247.0,1.0,0.0,0.0,1.0,997.0,0.9426,43.0,1006.0,1978.0,468.0,203.0,3694.0,1.2,79.0,39.1,0.0,0.0,6.0,50.0,,,Surf Coast,0.09,4,2,2,1
ARTHURS CREEK,10.0,478.0,1.0,0.0,0.0,1.0,834.0,1.0,0.0,12.0,35.0,43.0,57.0,152.0,0.0,62.5999984741211,48.5,0.0,0.0,0.0,0.0,,,Nillumbik,2.09,1,1,1,0
ASPENDALE GARDENS,80.0,6427.0,1.0,1.0,2.0,4.0,810.0,0.9882,60.0,572.0,945.0,353.0,216.0,2150.0,2.8,66.6999969482422,29.3,0.0,0.0,3.0,17.0,,,Kingston (Vic.),0.62,1,1,1,0
AVOCA,20.0,1356.0,1.0,0.0,0.0,1.0,503.0,1.0452,22.0,187.0,190.0,95.0,56.0,543.0,4.1,43.2000007629395,43.7,0.0,0.0,0.0,0.0,,,Pyrenees,0.74,1,1,1,0
AVONMORE,1.0,42.0,1.0,0.0,0.0,1.0,687.0,0.8462,0.0,0.0,7.0,3.0,5.0,16.0,0.0,65.0,23.8,0.0,0.0,0.0,0.0,,,Greater Bendigo,23.81,0,0,0,0
AXE CREEK,7.0,452.0,1.0,0.0,0.0,1.0,804.0,1.088,0.0,13.0,46.0,37.0,34.0,136.0,0.0,67.5999984741211,41.8,0.0,0.0,0.0,0.0,,,Mount Alexander,2.21,1,1,1,0
AXEDALE,37.0,984.0,1.0,0.0,0.0,1.0,813.0,1.0957,0.0,61.0,129.0,74.0,54.0,317.0,0.0,65.8000030517578,40.7,0.0,0.0,0.0,0.0,,,Mount Alexander,1.02,1,1,1,0
BADGER CREEK,0.0,1610.0,1.0,0.0,0.0,1.0,683.0,0.9586,12.0,195.0,231.0,106.0,57.0,600.0,2.0,60.0,45.3,0.0,0.0,2.0,5.0,,,Murrindindi,0.62,0,0,0,0
BAGSHOT,13.0,355.0,1.0,0.0,0.0,1.0,785.0,0.989,0.0,11.0,42.0,28.0,30.0,115.0,0.0,64.8000030517578,37.5,0.0,0.0,0.0,0.0,,,Mount Alexander,2.82,0,0,0,0
BALD HILLS,1.0,114.0,1.0,1.0,0.0,2.0,684.0,1.3125,0.0,7.0,12.0,10.0,13.0,40.0,0.0,68.5,44.7,0.0,0.0,0.0,0.0,,,Central Goldfields,17.54,0,0,0,0
BALLARAT CENTRAL,115.0,5378.0,1.0,2.0,0.0,3.0,821.0,0.8987,215.0,1108.0,765.0,166.0,62.0,2311.0,9.3,61.9000015258789,41.4,0.0,1.0,14.0,55.0,,,Ballarat,0.56,0,0,0,0
BALMORAL,3.0,281.0,1.0,0.0,0.0,1.0,689.0,1.0144,0.0,30.0,38.0,27.0,27.0,124.0,0.0,54.5,49.1,0.0,0.0,0.0,0.0,,,Southern Grampians,3.56,1,1,0,0
BAREP,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
BARJARG,9.0,141.0,1.0,0.0,0.0,1.0,1017.0,0.9859,0.0,8.0,18.0,17.0,7.0,53.0,0.0,62.4000015258789,49.6,0.0,0.0,0.0,0.0,,,Murrindindi,7.09,0,0,0,0
BARKERS CREEK,20.0,487.0,1.0,0.0,0.0,1.0,778.0,1.2182,0.0,47.0,88.0,36.0,14.0,186.0,0.0,58.5999984741211,41.7,0.0,0.0,1.0,1.0,,,Hepburn,2.05,0,0,0,0
BARNAWARTHA,3.0,987.0,1.0,1.0,0.0,2.0,843.0,1.0353,0.0,57.0,164.0,72.0,52.0,348.0,0.0,68.4000015258789,44.2,0.0,0.0,0.0,0.0,,,Indigo,2.03,1,1,1,0
BARONGAROOK,8.0,458.0,1.0,0.0,0.0,1.0,719.0,1.0175,0.0,22.0,66.0,28.0,36.0,160.0,0.0,65.3000030517578,46.3,0.0,0.0,0.0,0.0,,,Corangamite,2.18,0,0,0,0
BARWON DOWNS,4.0,136.0,1.0,0.0,0.0,1.0,560.0,1.2373,0.0,17.0,19.0,13.0,6.0,56.0,0.0,64.3000030517578,44.9,0.0,0.0,0.0,0.0,,,Colac Otway,7.35,0,0,0,0
BARWON HEADS,0.0,4353.0,1.0,0.0,0.0,1.0,1030.0,0.9382,31.0,449.0,753.0,217.0,77.0,1532.0,2.0,58.2999992370606,44.5,0.0,0.0,1.0,25.0,,,Surf Coast,0.23,1,1,1,0
BAYLES,18.0,445.0,1.0,0.0,0.0,1.0,752.0,0.9351,3.0,24.0,47.0,38.0,34.0,146.0,2.1,67.1999969482422,43.8,0.0,0.0,0.0,0.0,,,Baw Baw,2.25,1,1,1,0
BAYSWATER NORTH,88.0,9014.0,1.0,0.0,2.0,3.0,839.0,0.9374,153.0,1198.0,1394.0,412.0,198.0,3360.0,4.6,64.6999969482422,34.5,0.0,0.0,5.0,66.0,,,Maroondah,0.33,1,1,1,0
BENGWORDEN,5.0,93.0,1.0,0.0,0.0,1.0,687.0,1.0,0.0,4.0,17.0,8.0,10.0,27.0,0.0,63.2000007629395,38.7,0.0,0.0,0.0,0.0,,,East Gippsland,10.75,0,0,0,0
BEREMBOKE,9.0,165.0,1.0,0.0,0.0,1.0,845.0,1.141,0.0,3.0,25.0,15.0,14.0,58.0,0.0,69.5999984741211,40.0,0.0,0.0,0.0,0.0,,,Golden Plains,6.06,0,0,0,0
BERRINGAMA,0.0,35.0,1.0,0.0,0.0,1.0,933.0,1.4667,0.0,3.0,7.0,5.0,0.0,15.0,0.0,55.9000015258789,25.7,0.0,0.0,0.0,0.0,,,Albury,28.57,0,0,0,0
BERRIWILLOCK,2.0,180.0,1.0,0.0,0.0,1.0,658.0,1.1341,0.0,18.0,28.0,13.0,17.0,72.0,0.0,54.7999992370606,41.1,0.0,0.0,1.0,2.0,,,Buloke,5.56,0,0,0,0
BERRYBANK,6.0,37.0,1.0,1.0,0.0,2.0,866.0,1.4375,0.0,0.0,4.0,0.0,8.0,9.0,0.0,62.5,35.1,0.0,0.0,0.0,0.0,,,Golden Plains,54.05,0,0,0,0
BERRYS CREEK,0.0,174.0,1.0,0.0,0.0,1.0,814.0,1.0222,0.0,14.0,22.0,19.0,8.0,61.0,0.0,60.0,48.9,0.0,0.0,0.0,0.0,,,Baw Baw,5.75,0,0,0,0
BEULAH,8.0,312.0,1.0,0.0,0.0,1.0,629.0,1.1409,6.0,24.0,50.0,26.0,25.0,131.0,4.6,49.4000015258789,42.6,0.0,0.0,1.0,3.0,,,Hindmarsh,3.21,1,1,1,0
BEVERFORD,2.0,337.0,1.0,0.0,0.0,1.0,687.0,1.1548,4.0,18.0,42.0,21.0,20.0,111.0,3.6,60.5999984741211,33.5,0.0,0.0,0.0,0.0,,,Swan Hill,2.97,1,1,1,0
BIRDWOODTON,0.0,748.0,1.0,0.0,0.0,1.0,794.0,1.1014,3.0,36.0,94.0,46.0,42.0,219.0,1.4,61.0,29.9,0.0,0.0,1.0,6.0,,,Mildura,1.34,0,0,0,0
BIRREGURRA,36.0,942.0,1.0,0.0,0.0,1.0,782.0,1.0368,5.0,106.0,165.0,39.0,40.0,361.0,1.4,63.7999992370606,45.6,0.0,1.0,0.0,0.0,,,Surf Coast,1.06,1,1,1,0
BLACK HILL,0.0,2124.0,1.0,1.0,0.0,2.0,805.0,0.9667,55.0,378.0,318.0,66.0,40.0,853.0,6.4,60.7000007629395,44.8,0.0,0.0,3.0,13.0,,,Ballarat,0.94,0,0,0,0
BLACKBURN,58.0,14478.0,1.0,0.0,1.0,2.0,942.0,0.9529,354.0,2417.0,2017.0,465.0,257.0,5504.0,6.4,64.8000030517578,31.3,0.0,0.0,9.0,79.0,2.0,1.0,Whitehorse,0.14,5,4,4,1
BLAIRGOWRIE,11.0,2786.0,1.0,0.0,0.0,1.0,787.0,0.9586,21.0,367.0,549.0,138.0,51.0,1129.0,1.9,45.4000015258789,44.7,0.0,0.0,2.0,32.0,,,Mornington Peninsula,0.36,0,0,0,0
BLAMPIED,7.0,237.0,1.0,0.0,0.0,1.0,739.0,1.0175,0.0,18.0,32.0,22.0,10.0,82.0,0.0,59.9000015258789,35.4,0.0,0.0,1.0,2.0,,,Central Goldfields,4.22,0,0,0,0
BLIND BIGHT,0.0,1290.0,1.0,0.0,0.0,1.0,807.0,1.014,4.0,78.0,209.0,98.0,58.0,446.0,0.9,66.0999984741211,44.6,0.0,0.0,1.0,11.0,,,Cardinia,0.78,0,0,0,0
BOINKA,0.0,14.0,1.0,0.0,0.0,1.0,350.0,0.4444,0.0,0.0,0.0,0.0,0.0,3.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,,,Hindmarsh,71.43,0,0,0,0
BONEGILLA,4.0,610.0,1.0,0.0,0.0,1.0,988.0,0.9216,0.0,11.0,40.0,36.0,26.0,111.0,0.0,80.5999984741211,37.4,0.0,0.0,0.0,0.0,,,Albury,1.64,0,0,0,0
BOORONGIE NORTH,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
BORALMA,0.0,79.0,1.0,0.0,0.0,1.0,700.0,1.1282,0.0,0.0,9.0,11.0,3.0,27.0,0.0,75.0,35.4,0.0,0.0,0.0,0.0,,,Indigo,12.66,0,0,0,0
BOTANIC RIDGE,0.0,6739.0,1.0,0.0,0.0,1.0,1093.0,0.9618,12.0,324.0,1185.0,353.0,194.0,2068.0,0.6,79.6999969482422,40.2,0.0,0.0,2.0,13.0,,,Frankston,0.15,1,1,1,0
BOUNDARY BEND,3.0,154.0,1.0,0.0,0.0,1.0,752.0,1.6,0.0,14.0,13.0,7.0,8.0,51.0,0.0,50.0,35.7,0.0,0.0,1.0,2.0,,,Swan Hill,6.49,0,0,0,0
BOWMANS FOREST,2.0,106.0,1.0,0.0,0.0,1.0,892.0,1.3261,0.0,0.0,21.0,8.0,7.0,40.0,0.0,68.9000015258789,54.7,0.0,0.0,0.0,0.0,,,Wangaratta,9.43,0,0,0,0
BRANXHOLME,6.0,304.0,1.0,0.0,0.0,1.0,728.0,1.0479,3.0,24.0,45.0,30.0,23.0,120.0,2.5,62.0999984741211,44.1,0.0,0.0,1.0,1.0,,,Glenelg,3.29,1,1,1,0
BREAKWATER,102.0,1060.0,1.0,0.0,0.0,1.0,655.0,0.9397,31.0,204.0,143.0,44.0,20.0,444.0,7.0,52.9000015258789,36.0,0.0,0.0,2.0,14.0,,,Greater Geelong,0.94,0,0,0,0
BRIDGEWATER,2.0,133.0,1.0,0.0,0.0,1.0,866.0,0.9855,3.0,7.0,13.0,17.0,14.0,55.0,5.5,63.5,42.1,0.0,0.0,0.0,0.0,,,Greater Bendigo,7.52,0,0,0,0
BRIDGEWATER ON LODDON,4.0,341.0,1.0,0.0,0.0,1.0,609.0,1.0,5.0,43.0,51.0,25.0,10.0,134.0,3.7,52.0999984741211,42.2,0.0,0.0,1.0,2.0,,,Greater Bendigo,2.93,1,1,1,0
BRIGHT,2.0,2620.0,1.0,0.0,0.0,1.0,774.0,0.9618,42.0,413.0,385.0,121.0,65.0,1026.0,4.1,55.5999984741211,41.9,0.0,0.0,1.0,1.0,,,Unincorporated Vic,0.38,1,1,0,0
BRIM,2.0,181.0,1.0,0.0,0.0,1.0,703.0,1.0112,0.0,9.0,22.0,12.0,17.0,58.0,0.0,54.2999992370606,43.1,0.0,0.0,1.0,2.0,,,Yarriambiack,5.52,0,0,0,0
BRIMPAEN,0.0,80.0,1.0,0.0,0.0,1.0,817.0,1.1765,0.0,8.0,7.0,4.0,10.0,28.0,0.0,66.1999969482422,47.5,0.0,0.0,0.0,0.0,,,Horsham,12.5,0,0,0,0
BROADMEADOWS,108.0,12524.0,1.0,0.0,0.0,1.0,478.0,1.1399,512.0,1540.0,1073.0,355.0,208.0,3692.0,13.9,44.7999992370606,10.9,0.0,1.0,11.0,72.0,1.0,5.0,Hume,0.08,10,6,4,2
BRONZEWING,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
BROOKLYN,57.0,1979.0,1.0,1.0,0.0,2.0,1064.0,1.1234,57.0,349.0,326.0,71.0,33.0,833.0,6.8,69.4000015258789,23.2,0.0,0.0,7.0,27.0,,,Brimbank,1.01,1,0,1,0
BROWN HILL,0.0,4489.0,1.0,1.0,0.0,2.0,875.0,0.9517,64.0,546.0,757.0,212.0,126.0,1711.0,3.7,67.3000030517578,42.3,0.0,0.0,2.0,16.0,,,Ballarat,0.45,1,1,1,0
BROWNS PLAINS,7.0,99.0,1.0,0.0,0.0,1.0,746.0,0.9615,0.0,4.0,15.0,10.0,10.0,38.0,0.0,69.0,44.4,0.0,0.0,0.0,0.0,,,Wangaratta,10.1,0,0,0,0
BRUNSWICK EAST,514.0,13279.0,1.0,0.0,0.0,1.0,1252.0,0.8776,1191.0,3642.0,1139.0,246.0,90.0,6312.0,18.9,77.8000030517578,31.6,0.0,0.0,7.0,33.0,,,Moreland,0.08,3,2,3,0
BRUTHEN,11.0,820.0,1.0,0.0,0.0,1.0,625.0,0.9829,11.0,82.0,132.0,63.0,34.0,324.0,3.4,59.0999984741211,42.6,0.0,0.0,1.0,2.0,,,East Gippsland,1.22,1,1,1,0
BUANGOR,12.0,112.0,1.0,0.0,0.0,1.0,602.0,0.8,3.0,9.0,14.0,6.0,7.0,47.0,6.4,49.4000015258789,50.0,0.0,0.0,1.0,1.0,,,Pyrenees,8.93,1,1,1,0
BULLAROOK,8.0,77.0,1.0,0.0,0.0,1.0,756.0,1.2647,0.0,10.0,9.0,4.0,8.0,30.0,0.0,52.2000007629395,26.0,0.0,0.0,0.0,0.0,,,Corangamite,12.99,0,0,0,0
BULLIOH,16.0,63.0,1.0,0.0,0.0,1.0,665.0,0.8649,0.0,6.0,7.0,15.0,7.0,30.0,0.0,71.4000015258789,36.5,0.0,0.0,0.0,0.0,,,Towong,15.87,0,0,0,0
